"Card No","Date","Order No.","ATS client","Request No.","Description","Actual Completion","Estim Completion","Pending days","Status"
"7700","2017-01-07","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(074-01-2017)-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-07","","0","Job_Completed"
"7699","2017-01-10","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(10-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-10","","0","Job_Completed"
"7698","2017-01-10","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5015741/09.01.2017","ET & Boroscopy for LPK-E-4602","2017-01-13","","0","invoiced"
"7697","2017-01-10","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","HEISCO/MAA(10-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-10","","0","Job_Completed"
"7696","2017-01-10","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(10-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-10","","0","Job_Completed"
"7695","2017-01-10","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(10-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-10","","0","Job_Completed"
"7694","2017-01-10","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","","ALG/LFHO-P1/10-01-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-10","","0","Job_Completed"
"7693","2017-01-09","DODSAL EF/1761 NDT cordinator SAP No440003548","Dodsal Enginnering LTD","Email","MICRO TEST","2017-01-09","","0","Job_Completed"
"7692","2017-01-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(08-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-09","","0","Job_Completed"
"7691","2017-01-09","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(09-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-09","","0","Job_Completed"
"7690","2017-01-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(09-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-09","","0","Job_Completed"
"7689","2017-01-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(08-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-09","","0","Job_Completed"
"7688","2017-01-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(07-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-09","","0","Job_Completed"
"7687","2017-01-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(05-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-09","","0","Job_Completed"
"7686","2017-01-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(04-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-09","","0","Job_Completed"
"7685","2017-01-09","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/lfho(09-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-09","","0","Job_Completed"
"7684","2017-01-08","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(08-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-08","","0","Job_Completed"
"7683","2017-01-08","Inco Lab -01","INCO LAB","INCOLAB Test Request","Tensile & Bend test as per A370","2017-01-09","","0","Job_Completed"
"7682","2017-01-08","Inco Lab -01","INCO LAB","INCOLAB Test Request","Tensile & Bend test as per A370","2017-01-09","","0","Job_Completed"
"7681","2017-01-08","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(03-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-08","","0","Job_Completed"
"7680","2017-01-08","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(02-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-08","","0","Job_Completed"
"7679","2017-01-08","DODSAL EF/1761 NDT cordinator SAP No440003548","Dodsal Enginnering LTD","Verbal","Fluorescent MT & Macro exam","2017-01-10","","0","Job_Completed"
"7678","2017-01-08","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ALG/NRPZ(08-01-17)","SOIL ANALYSIS","2017-01-28","","0","Job_Completed"
"7677","2017-01-08","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO-P1(08-01-2017)","CSC","2017-01-08","","0","Job_Completed"
"7676","2017-01-07","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON 5015688/05.01.2017","Boroscopy of LPK-E-1102A","2017-01-17","","0","invoiced"
"7675","2017-01-07","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247-SOIL (07-01-2017)","SOIL ANALYSIS","","","0","Ongoing"
"7674","2017-01-07","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 (07-01-2017)","csc","2017-01-07","","0","Job_Completed"
"7673","2017-01-07","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 (07-01-2017)","csc","2017-01-07","","0","Job_Completed"
"7672","2017-01-05","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 (05-01-2017)","csc","2017-01-05","","0","Job_Completed"
"7671","2017-01-07","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO-P1(07-01-2017)","csc","2017-01-07","","0","Job_Completed"
"7670","2017-01-05","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","DATED 5-1-17","PROCTOR EOF AREA","2017-01-07","","0","Job_Completed"
"7669","2017-01-05","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO(05-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-05","","0","Job_Completed"
"7668","2017-01-05","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","HEISCO/MAA(05-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-05","","0","Job_Completed"
"7667","2017-01-05","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(05-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-05","","0","Job_Completed"
"7666","2017-01-04","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","EMAIL DATED 02-1-2017","GROUT TESTING","2017-01-28","","0","Job_Completed"
"7665","2017-01-04","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","EMAIL DATED 02-1-17","GROUT CUBE TESTING","2017-01-07","","0","Job_Completed"
"7664","2017-01-04","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","EMAIL DATED 02-1-2017","GROUT COMPRESSION","2017-01-02","","0","Job_Completed"
"7663","2017-01-04","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","REQUEST DATED 04-01-2016","FDT","2016-12-31","","0","Pending"
"7662","2017-01-04","Inco Lab -01","INCO LAB","INCOLAB Test Request","Tensile & Bend test of Rebars","2017-01-05","","0","Job_Completed"
"7661","2017-01-04","Inco Lab -01","","Test Request Form","Tensile & Bend test of Rebars as per A370","","","0","Unauthorised"
"7660","2017-01-04","Inco Lab -01","","Test Request Form","Tensile & Bend test of Rebars as per A370","","","0","Unauthorised"
"7659","2017-01-04","Inco Lab -01","","Test Request Form","Tensile & Bend test of Rebars as per A370","","","0","Unauthorised"
"7658","2017-01-04","Inco Lab -01","","Test Request Form","Tensile & Bend test of Rebars as per A370","","","0","Unauthorised"
"7657","2017-01-04","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ATS Lab Service Request","Tensile & Bend test of Rebars as per A370","2017-01-05","","0","Job_Completed"
"7656","2017-01-04","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ALG/NRPZ/04-01-2017)","CSC","2017-01-04","","0","Job_Completed"
"7655","2017-01-04","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ALG/NRPZ/(02-01-2017)","FDT OF SOIL","2017-01-02","","0","Job_Completed"
"7654","2017-01-04","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29(04-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-04","","0","Job_Completed"
"7653","2017-01-04","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(04-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-04","","0","Job_Completed"
"7652","2017-01-04","HAH-01","HAMAD AL HAMAD","NDT/25582/01","PMI using XRF","2017-01-04","","0","Job_Completed"
"7651","2017-01-04","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","Verbal","MT on steel structure","","","0","Pending"
"7650","2017-01-04","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(04-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-04","","0","Job_Completed"
"7649","2017-01-04","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","Verbal","MT","","","0","Pending"
"7648","2017-01-04","ENDRASIS -01","Edrasis Middle East General Trading & Contrac","Verbal","Inspection of Rig, excavator etc","","","0","Cancelled"
"7647","2017-01-04","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO(04-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-04","","0","Job_Completed"
"7646","2017-01-04","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","EMAIL DATED 02-1-2017","BIO-PHY-CHEM ANALYSIS OF WATER","2017-01-08","","0","Job_Completed"
"7645","2017-01-03","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","REQUEST DATED 3-1-17","proctor test","2017-01-04","","0","Job_Completed"
"7644","2017-01-03","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(03-01-2017)","compressive strentgh of cubes","2017-01-03","","0","Job_Completed"
"7643","2017-01-03","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 (03-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-03","","0","Job_Completed"
"7642","2017-01-03","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 (03-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-02","","0","Pending"
"7641","2017-01-03","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","REQUEST DATED 3-1-17","SOIL CLASSIFICATION AS PER KOC C005 TABLE 1","2017-01-11","","0","Job_Completed"
"7640","2017-01-03","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG/LFHO-P1/03-01-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-03","","0","Job_Completed"
"7639","2017-01-03","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","REQUEST DATED 3-1-2017","CSC","2017-01-03","","0","Pending"
"7638","2017-01-02","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250(31-12-16)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-31","","0","Job_Completed"
"7637","2017-01-02","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 (02-01-17)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-02","","0","Job_Completed"
"7636","2017-01-02","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 (29-12-16)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-29","","0","Job_Completed"
"7635","2017-01-02","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30(28-12-16)","csc","2016-12-28","","0","Job_Completed"
"7634","2017-01-02","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAMA(02-01-17)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-02","","0","Job_Completed"
"7633","2017-01-02","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA(28-12-16)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-28","","0","Job_Completed"
"7632","2017-01-02","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 (02-01-2017)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-02","","0","Job_Completed"
"7631","2017-01-02","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","","ALG/LFHO-P1/02-01-2017","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-02","","0","Job_Completed"
"7630","2017-01-02","ENDRASIS -01","Edrasis Middle East General Trading & Contrac","Verbal","Inspection of Piling Rig","2017-01-02","","0","Pending"
"7629","2017-01-02","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 (02-01-17)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-01-02","","0","Job_Completed"
"7628","2017-01-02","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 (01-01-17)","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-31","","0","Job_Completed"
"7627","2016-12-31","DODSAL EF/1761 NDT cordinator SAP No440003548","Dodsal Enginnering LTD","NDT-REQ-PL-22&23","WQT as per API-1104","2017-01-02","","0","Job_Completed"
"7626","2016-12-31","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 31-12-16","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-31","","0","Job_Completed"
"7625","2016-12-31","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG-LFHO-31-12-16","CSC","2016-12-31","","0","Job_Completed"
"7624","2016-12-31","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ALG-NRPZ-28/12/16","PROCTOR VALUE","2016-12-31","","0","Job_Completed"
"7623","2016-12-31","HAH-01","HAMAD AL HAMAD","NDT/25540/01","PWHT of Circulating Swage","2016-12-31","","0","Job_Completed"
"7622","2016-12-31","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 (27-12-16)","CSC","2016-12-27","","0","Job_Completed"
"7621","2016-12-31","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247(25-12-16)","CSC","2016-12-25","","0","Job_Completed"
"7620","2016-12-31","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 (30-11-16)","CSC","2016-11-30","","0","Job_Completed"
"7619","2016-12-31","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 (11-12-16)","CSC","2016-12-11","","0","Job_Completed"
"7618","2016-12-31","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 (10-12-16)","CSC","2016-12-10","","0","Job_Completed"
"7617","2016-12-31","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 (29-12-16)","CSC","2016-12-29","","0","Job_Completed"
"7616","2016-12-29","HYUNDAI E & S","","Email","Tensile test as per A370","2017-01-04","","0","Job_Completed"
"7615","2016-12-29","Inco Lab -01","INCO LAB","INCO LAB REQ FORMAT","Tensile & Bend test of Rebars","2016-12-31","","0","Job_Completed"
"7614","2016-12-29","DODSAL EF/1761 NDT cordinator SAP No440003548","Dodsal Enginnering LTD","email dt. 27-12-16","Macro & Fluorescent MT","2016-12-28","","0","Job_Completed"
"7613","2016-12-29","ENDRASIS -01","Edrasis Middle East General Trading & Contrac","Verbal","Inspection of Service/Maint Half Lorry","2016-12-29","","0","Job_Completed"
"7612","2016-12-29","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7612","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-29","","0","Job_Completed"
"7611","2016-12-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7611","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-29","","0","Job_Completed"
"7610","2016-12-29","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7610","CSC","2016-12-28","","0","Job_Completed"
"7609","2016-12-29","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7609","CSC","2016-12-29","","0","Job_Completed"
"7608","2016-12-29","HAH-01","HAMAD AL HAMAD","Verbal","calibration of Air compressor","2016-12-29","","0","Pending"
"7607","2016-12-28","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","7607","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-28","","0","Job_Completed"
"7606","2016-12-27","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7606","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-27","","0","Job_Completed"
"7605","2016-12-28","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7605","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-26","","0","Job_Completed"
"7604","2016-12-28","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","7604","compressive strength of grout","2016-12-25","","0","Job_Completed"
"7603","2016-12-28","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","7603","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-28","","0","Job_Completed"
"7602","2016-12-27","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5015514/27.12.2016","Boroscopy","2016-12-29","","0","invoiced"
"7601","2016-12-27","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON 5015506/27.12.2016","API & Welding Inspector for ASP TA 16","2016-12-19","","0","invoiced"
"7600","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7600","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-27","","0","Job_Completed"
"7599","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7599","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-26","","0","Job_Completed"
"7598","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7598","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-25","","0","Job_Completed"
"7597","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7597","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-24","","0","Job_Completed"
"7596","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7596","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-22","","0","Job_Completed"
"7595","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7595","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-21","","0","Job_Completed"
"7594","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7594","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-20","","0","Job_Completed"
"7593","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7593","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-19","","0","Job_Completed"
"7592","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7592","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-18","","0","Job_Completed"
"7591","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7591","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-17","","0","Job_Completed"
"7590","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7590","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-15","","0","Job_Completed"
"7589","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7589","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-14","","0","Job_Completed"
"7588","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7588","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-13","","0","Job_Completed"
"7587","2016-12-27","NBTC JI-2031/003-002 (NBTC PROJECT NO P250","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","7587","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2016-12-12","","0","Job_Completed"
